Symptoms,frequency,similarity
kielbrust,"[0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",
sputum anomal,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 1, 1, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 1]",
darmgeraeusche anomal,"[4, 0, 1, 1, 3, 0, 1, 1, 0, 0, 0, 1, 2, 1, 1, 0, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 1]",
atemstillstand,"[2, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 2, 1, 1, 0, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0]",
eisenmangelanaemie,"[3, 0, 0, 0, 5, 0, 1, 0, 2, 0, 0, 1, 2, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",
polyarthritis,"[1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 1, 1, 0, 2, 1, 2, 0, 0, 0, 0, 1, 0, 0]",
hyperpigmentierung,"[0, 0, 0, 0, 3, 0, 2, 1, 2, 0, 0, 0, 1, 2, 0, 2, 0, 2, 0, 1, 1, 0, 0, 0, 1, 0, 0]",
oesophagusdilatation,"[3, 0, 0, 1, 1, 0, 1, 1, 2, 0, 0, 1, 0, 1, 3, 1, 0, 0, 2, 2, 1, 0, 0, 0, 0, 0, 0]",
leberbiopsie,"[0, 2, 0, 0, 3, 0, 0, 0, 2, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",
ck,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
ldh,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
sedentary,"[1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0]",
thicken,"[0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",
interstitielle pneumonie,"[0, 0, 0, 0, 5, 0, 0, 0, 4, 0, 0, 2, 1, 3, 1, 1, 0, 1, 1, 3, 1, 0, 0, 0, 0, 0, 1]",
retikulozytose,"[0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 1, 1, 0, 0, 2, 0, 0, 1, 1, 2, 1, 0, 0, 0, 1, 1, 0]",
lightheadedness,"[1, 0, 0, 2, 3, 0, 1, 2, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0]",
metabolische alkalose,"[3, 1, 1, 0, 3, 0, 0, 1, 1, 0, 1, 3, 1, 0, 2, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 1]",
mikroangiopathische haemolytische anaemie,"[5, 0, 2, 0, 5, 0, 1, 4, 5, 0, 1, 1, 3, 2, 3, 1, 0, 1, 2, 2, 0, 0, 0, 0, 1, 0, 2]",
acrodermatitis enteropathica,"[4, 0, 2, 1, 3, 0, 0, 1, 3, 0, 0, 0, 1, 1, 2, 1, 0, 3, 1, 4, 0, 0, 0, 0, 0, 0, 1]",
painful swallowing,"[2, 0, 0, 0, 0, 1, 1, 0, 2, 0, 0, 3, 0, 2, 1, 1, 0, 0, 1, 0, 1, 0, 2, 0, 0, 0, 1]",
projectile vomiting,"[0, 0, 1, 0, 2, 0, 1, 0, 3, 1, 0, 1, 1, 1, 2, 1, 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 1]",
paraparesis,"[3, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]",
lesion,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",
maculoeses exanthem,"[2, 0, 1, 0, 4, 0, 0, 1, 0, 0, 0, 1, 2, 1, 1, 0, 0, 0, 2, 1, 1, 0, 0, 1, 0, 0, 1]",
osteolyse,"[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 0]",
welt,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",
schuppen,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",
rhagaden,"[2, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
onychodystrophie,"[0, 0, 1, 1, 1, 0, 0, 2, 1, 0, 0, 0, 0, 1, 3, 1, 0, 1, 1, 1, 0, 0, 0, 0, 2, 0, 0]",
anisozytose,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 0, 0, 0, 2, 1, 0, 0, 0, 0, 1, 1, 0]",
poikilozytose,"[0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 1, 1, 0, 0, 3, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0]",
nasolabialfalte,"[4, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 3, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",
akrozyanose,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0]",
dolichozephalie,"[1, 0, 1, 1, 2, 0, 0, 2, 2, 0, 0, 2, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",
aphagia,"[3, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
magenschmerzen,"[1, 0, 1, 0, 3, 0, 1, 1, 0, 0, 0, 0, 2, 2, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0]",
platysma,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",
decompensation,"[1, 0, 1, 1, 2, 0, 0, 0, 1, 0, 0, 0, 1, 2, 2, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",
malaise,"[2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",
krankheitsgefuehl,"[1, 0, 0, 0, 3, 1, 1, 2, 1, 0, 2, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",
asymptomatic,"[2, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 1, 1, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0]",
fatigability,"[2, 1, 0, 0, 0, 1, 1, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0]",
immobile,"[0, 1, 0, 0, 1, 0, 0, 0, 2, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
myalgia,"[2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",
muskel schmerzen,"[0, 0, 1, 0, 3, 0, 0, 1, 0, 0, 1, 1, 2, 1, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 1, 1]",
muscle twitch,"[0, 0, 2, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 1, 0, 1, 0, 0, 0, 1]",
spastischer gang,"[2, 0, 1, 0, 1, 0, 2, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 3, 1, 0, 0, 0, 0, 0, 0, 1]",
titubation,"[1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0]",
dyspnea on exertion,"[1, 0, 0, 1, 3, 0, 0, 0, 1, 0, 0, 0, 0, 3, 2, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 2]",
belastungs dyspnoe,"[1, 1, 0, 1, 2, 0, 1, 0, 0, 0, 0, 1, 0, 2, 1, 1, 0, 0, 3, 1, 1, 0, 0, 0, 1, 0, 1]",
tachypnea,"[2, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",
tachypnoe,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",
egophony,"[0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",
fremitus,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",
naechtlicher husten,"[1, 0, 2, 0, 3, 0, 0, 3, 1, 0, 0, 1, 0, 2, 0, 0, 0, 1, 1, 2, 1, 0, 0, 0, 0, 0, 1]",
pulsus paradoxus,"[2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 1, 3, 0, 3, 0, 0, 1, 0, 0, 0]",
kussmaulzeichen positiv,"[1, 0, 1, 0, 2, 0, 0, 1, 3, 0, 1, 1, 1, 1, 1, 1, 0, 0, 3, 1, 2, 1, 0, 0, 0, 1, 1]",
sinus rhythm,"[0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 2, 1, 1, 0, 0, 0, 1, 0, 1]",
systolic murmur,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 1, 0, 0, 2, 2, 1, 2, 0, 0, 0, 1, 0, 1]",
pansystolic murmur,"[1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 1, 1, 1, 0, 2, 2, 1, 2, 0, 0, 0, 1, 0, 1]",
pericardial friction rub,"[2, 1, 2, 1, 1, 1, 0, 0, 4, 0, 0, 1, 0, 1, 1, 1, 0, 4, 0, 1, 1, 0, 0, 0, 0, 0, 2]",
chest tightness,"[0, 0, 1, 0, 2, 0, 1, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 1]",
inappetenz,"[1, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",
colic abdominal,"[2, 1, 2, 1, 0, 0, 0, 0, 2, 0, 0, 2, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",
kolik,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
abdominal tenderness,"[2, 1, 0, 2, 3, 0, 0, 0, 1, 0, 0, 1, 1, 3, 1, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 1]",
gurgle,"[0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",
retch,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",
regurgitates after swallowing,"[3, 0, 0, 0, 3, 1, 3, 0, 2, 0, 0, 2, 0, 1, 1, 0, 0, 3, 2, 3, 1, 0, 2, 0, 0, 0, 2]",
bowel sounds decreased,"[1, 1, 1, 3, 4, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 1, 3, 0, 1, 0, 1, 0, 0, 0, 2]",
tenesmus,"[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0]",
asterixis,"[1, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 1, 0, 0, 0]",
flattertremor,"[1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0]",
slowing of urinary stream,"[2, 0, 0, 0, 1, 1, 1, 0, 2, 0, 0, 1, 1, 2, 2, 0, 0, 3, 2, 1, 1, 0, 1, 0, 1, 0, 3]",
pneumatouria,"[2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0]",
intermenstrual heavy bleeding,"[2, 1, 0, 1, 5, 0, 1, 1, 2, 0, 0, 2, 1, 3, 0, 0, 0, 2, 1, 2, 1, 1, 0, 0, 1, 0, 2]",
gravida 0,"[2, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]",
previous pregnancies 2,"[1, 0, 1, 0, 3, 0, 1, 0, 2, 0, 0, 0, 0, 2, 1, 2, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 2]",
para 1,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",
para 2,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",
spontaneous rupture of membranes,"[2, 1, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 2, 3, 3, 2, 0, 3, 3, 2, 3, 0, 0, 0, 0, 0, 3]",
orientierungsstoerung,"[0, 0, 0, 0, 3, 0, 2, 0, 2, 0, 0, 0, 0, 3, 2, 0, 0, 3, 2, 2, 2, 0, 0, 0, 0, 0, 0]",
inappropriate affect,"[3, 0, 1, 0, 2, 2, 0, 0, 2, 0, 0, 0, 0, 1, 1, 3, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 1]",
worry,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 1, 0, 1, 0, 0]",
elation,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",
bradykinesia,"[2, 1, 0, 1, 1, 0, 0, 0, 2, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0]",
flexibilitas cerea,"[2, 1, 1, 0, 3, 1, 0, 0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1]",
neologism,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",
beziehungswahn,"[1, 1, 0, 0, 2, 0, 1, 2, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0]",
gedankenentzug,"[1, 0, 0, 1, 3, 0, 2, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0]",
gedankeneingebung,"[1, 1, 0, 1, 4, 0, 3, 0, 1, 0, 1, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",
gedankenausbreitung,"[2, 1, 0, 1, 3, 0, 2, 0, 1, 0, 1, 0, 0, 3, 0, 0, 0, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0]",
derealisation,"[2, 0, 0, 1, 2, 0, 0, 0, 2, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",
hallucinations auditory,"[3, 0, 1, 1, 0, 0, 0, 1, 3, 0, 0, 2, 0, 2, 2, 0, 0, 1, 1, 2, 2, 0, 0, 0, 1, 0, 1]",
hallucinations visual,"[3, 0, 1, 0, 0, 0, 0, 1, 3, 0, 0, 3, 0, 2, 1, 0, 0, 0, 2, 1, 2, 1, 0, 0, 0, 0, 1]",
clumsiness,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0]",
extrapyramidal sign,"[3, 0, 0, 1, 1, 0, 1, 0, 2, 0, 0, 1, 1, 1, 0, 1, 0, 2, 1, 1, 0, 0, 0, 1, 1, 0, 1]",
sensory discomfort,"[0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 3, 0, 0, 2, 3, 1, 0, 0, 0, 0, 1, 0, 1]",
druckgefuehl,"[0, 0, 1, 1, 2, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0]",
sore to touch,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 1, 2, 1, 0, 0, 0, 0, 0, 2]",
druckschmerz,"[0, 0, 2, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 2, 1, 0, 1, 0, 0, 0, 0, 1, 0]",
ache,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
rest pain,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",
intentionstremor,"[0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 1, 3, 2, 0, 0, 2, 1, 3, 0, 0, 0, 0, 0, 0, 0]",
tremor resting,"[0, 0, 0, 0, 2, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 3, 1, 2, 0, 0, 0, 0, 0, 0, 1]",
sleepy,"[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",
paraphasie,"[3, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",
speech slurred,"[0, 0, 1, 1, 3, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 0, 0, 1]",
todd paralysis,"[2, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 2, 1, 0, 0, 0, 0, 1, 0, 1]",
barking cough,"[1, 1, 1, 0, 0, 0, 2, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1]",
erythema anulare,"[3, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 2, 0, 1, 1, 0, 0, 0, 1, 0, 1]",
dysdiadochokinesia,"[2, 0, 1, 3, 1, 0, 0, 1, 3, 0, 1, 0, 0, 1, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0]",
dysdiadochokinese,"[1, 0, 1, 3, 2, 0, 0, 1, 2, 0, 1, 0, 0, 1, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0]",
todesangst,"[1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0]",
feeling strange,"[1, 0, 0, 0, 3, 1, 2, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",
euphorie,"[0, 0, 0, 0, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",
unable to concentrate,"[2, 1, 2, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 3, 2, 0, 0, 1, 0, 3, 1, 0, 0, 0, 0, 0, 2]",
pin-point pupils,"[0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 2, 1, 4, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1]",
hyperemesis,"[0, 0, 0, 0, 3, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0]",
rotes auge,"[1, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1]",
hypertonicity,"[0, 0, 1, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 2, 0, 0, 0, 0, 2, 0, 0]",
bigeminus,"[0, 1, 0, 0, 1, 0, 1, 0, 2, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",
multiple teleangiektasien,"[2, 0, 0, 0, 5, 0, 1, 0, 3, 0, 1, 3, 1, 2, 0, 1, 0, 0, 1, 3, 1, 0, 0, 0, 0, 0, 1]",
rechtsherzinsuffizienz,"[0, 0, 1, 0, 3, 2, 0, 2, 3, 0, 0, 0, 0, 2, 0, 0, 0, 2, 2, 1, 1, 0, 0, 0, 0, 3, 0]",
zyanose peripher,"[1, 0, 0, 0, 3, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 2, 0, 2, 1, 0, 0, 0, 0, 0, 1, 1, 1]",
renal angle tenderness,"[2, 0, 0, 1, 5, 0, 1, 0, 0, 0, 0, 2, 0, 4, 0, 0, 0, 2, 2, 1, 0, 0, 0, 0, 0, 0, 2]",
adynamie,"[2, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",
chest discomfort,"[0, 0, 2, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 2, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 1]",
Beinoedem,"[0, 1, 0, 1, 3, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
normochrome anaemie,"[2, 0, 1, 0, 3, 0, 0, 1, 1, 0, 0, 0, 3, 2, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1]",
schmerzen hals,"[1, 0, 1, 0, 2, 0, 0, 2, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 1]",
aura,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",
infektanfaelligkeit erhoeht,"[2, 0, 0, 0, 5, 2, 1, 2, 3, 0, 2, 2, 0, 2, 1, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 1]",
homelessness,"[0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0]",
noisy respiration,"[1, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 2, 2, 1, 0, 2, 2, 1, 0, 0, 0, 0, 1, 0, 1]",
nierenvenenthrombose,"[0, 1, 0, 0, 5, 0, 0, 1, 1, 0, 0, 0, 1, 4, 2, 0, 0, 2, 1, 1, 0, 1, 0, 0, 0, 0, 0]",
left atrial hypertrophy,"[2, 0, 0, 0, 2, 1, 0, 2, 1, 0, 0, 2, 0, 0, 1, 2, 0, 3, 0, 3, 0, 0, 0, 0, 2, 0, 0]",
breath sounds decreased,"[2, 1, 1, 3, 4, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 3, 1, 1, 0, 0, 0, 0, 0, 2]",
consciousness clear,"[1, 0, 3, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 2, 2, 0, 0, 1, 4, 0, 1, 0, 0, 0, 0, 0, 1]",
hacking cough,"[1, 0, 2, 0, 0, 0, 2, 2, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",
productive cough,"[0, 0, 2, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 2, 1, 0, 1, 0, 1, 2, 1, 0, 0, 0, 0, 1]",
husten mit auswurf,"[1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 2, 2, 3, 0, 1, 0, 0, 0, 2]",
daktylitis,"[1, 0, 0, 1, 0, 0, 0, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0]",
satiety early,"[2, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 2, 0, 1]",
estrogen use,"[0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 1]",
verlaengertes exspirium,"[1, 0, 0, 0, 5, 0, 1, 0, 2, 0, 0, 1, 1, 1, 0, 1, 0, 3, 2, 1, 1, 1, 0, 1, 0, 0, 1]",
foetor hepaticus,"[1, 0, 1, 0, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 2, 1, 0, 1, 1, 2, 1, 0, 0, 0, 0, 0, 1]",
grimassieren,"[1, 0, 0, 0, 2, 0, 1, 0, 2, 0, 0, 0, 1, 1, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]",
numbness of hand,"[1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 3, 1, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 2]",
mikrohaematurie,"[2, 0, 0, 0, 2, 0, 0, 1, 2, 0, 1, 0, 2, 0, 1, 0, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0]",
hypoalbuminemia,"[2, 1, 0, 0, 1, 0, 0, 1, 2, 0, 0, 1, 2, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",
jugular venous distention,"[1, 0, 0, 1, 2, 0, 1, 0, 2, 1, 0, 1, 0, 3, 2, 0, 0, 1, 2, 2, 3, 1, 0, 0, 0, 0, 2]",
loose associations,"[2, 0, 1, 0, 1, 0, 0, 0, 2, 0, 0, 1, 0, 1, 4, 0, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 1]",
